VRSTA SMJESTAJA,PODRUCJE,LOKACIJA,BROJ SPAVACIH SOBA,BROJ KUPATILA,CIJENA,STAMBENA POVRSINA,ZEMLJISTE,PARKING MJESTA,OD MORA,NOVOGRADNJA,KLIMA,NASLOV,OPIS,OGLASIO,MOBILNI,BROJ OGLASA,ZADNJA PROMJENA,SLIKE,URL
Prodajem Hotel,Cetinje,Cetinje,7,7,€500.000,420 m,2.000 m,"7
									",Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Turisticki kompleks, Cetinje","Prodaje se turistički kompleks u blizini Cetinja, Crna Gora. Smješten na ravnici okruženoj planinama.",http://www.adriamoment.comAdriaMoment,+3 (826) 81-64-699,2182290,"25 Dec, 2020","https://www.realitica.com/images/listing_photos/2182290_img-9205dd3b34a8e23a81b0213b4f1cfb69-v.jpg,https://www.realitica.com/images/listing_photos/2182290_24498460.jpg,https://www.realitica.com/images/listing_photos/2182290_img-b59dd52dc159e20febe87a8fc6dfd5b6-v.jpg,https://www.realitica.com/images/listing_photos/2182290_img-71d54da87c4751840d009448f50d1c8c-v.jpg",https://www.realitica.com/hr/listing/2182290
Prodajem Hotel,Budva,Nema Podataka,Nema Podataka,Nema Podataka,€3.800.000,Nema Podataka,1.903 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Budva, €3.800.000","hotel in the centre of budva

",https://www.montenegroprospects.com...Montenegro,+382 67 393 792,2464487 (10298),"10 Dec, 2020","/c_images/2464487_1_---------------------------10298-1.jpg,/c_images/2464487_2_---------------------------10298-2.jpg,/c_images/2464487_3_---------------------------10298-3.jpg,/c_images/2464487_4_---------------------------10298-4.jpg",https://www.realitica.com/hr/listing/2464487
Prodajem Hotel,Kotor,Prčanj,Nema Podataka,Nema Podataka,€1.680.000,700 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Prčanj, Kotor, €1.680.000",Которский залив. Прчань. Вилла с апартаментами.,http://thebestway.me/Best Estate Montenegro,067995105,2463736 (94339),"9 Dec, 2020","/c_images/2463736_1_d97535e13bebb7326457f2eaa719eafe13860612-overlay-partner,/c_images/2463736_2_73bc568a8c841f00541eae843b0a9b73b8581517-overlay-partner,/c_images/2463736_3_644e2dfd583b5edf8b395387c8655d9d4a55285b-overlay-partner,/c_images/2463736_4_220491565d3469fe84cf5a6d8746bf02b3bd459d-overlay-partner",https://www.realitica.com/hr/listing/2463736
Prodajem Hotel,Kotor,Nema Podataka,Nema Podataka,Nema Podataka,"€1.365.000
									",Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Kotor, €1.365.000",Котор. Центр. Продажа Отеля.,http://thebestway.me/properties/sal...Best Estate Montenegro,067995105,2463735 (94338),"9 Dec, 2020","/c_images/2463735_1_4796702905d6109016e2a3ba7b94d4f24db1cc08-overlay-partner,/c_images/2463735_2_1bb44a1e77c93a6fcf67d7fcf881574d11c5dfb6-overlay-partner,/c_images/2463735_3_05165f8d99e8641a38709f1fd774dbcb97b50265-overlay-partner,/c_images/2463735_4_9d9d92c4aa056e77007445c2c23c4354563a1d98-overlay-partner",https://www.realitica.com/hr/listing/2463735
Prodajem Hotel,Kolašin,Nema Podataka,Nema Podataka,Nema Podataka,"€250.000
									",Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Kolašin, €250.000","'citizenship by investment' approved project: hotel westin, kolasin

",https://www.montenegroprospects.com...Montenegro,+382 67 393 792,2463719 (10301),"9 Dec, 2020","/c_images/2463719_1_cam01-1.jpg,/c_images/2463719_2_cam03-1.jpg,/c_images/2463719_3_cam06-1.jpg,/c_images/2463719_4_cam07-1.jpg",https://www.realitica.com/hr/listing/2463719
Prodajem Hotel,Bar,Sutomore,Nema Podataka,Nema Podataka,€180.000,Nema Podataka,200 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Sutomore, Bar, €180.000","mini hotel for sale in sutomore, close to the sea

",https://www.montenegroprospects.com...Montenegro,+382 67 393 792,2426532 (10290),"22 Oct, 2020","/c_images/2426532_1_--------------------------10290-2.jpg,/c_images/2426532_2_--------------------------10290-3.jpg,/c_images/2426532_3_--------------------------10290-4.jpg,/c_images/2426532_4_--------------------------10290-5.jpg",https://www.realitica.com/hr/listing/2426532
Prodajem Hotel,Herceg Novi,Đenovići,Nema Podataka,Nema Podataka,€850.000,Nema Podataka,450 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Đenovići, Herceg Novi, €850.000","small hotel in djenovici on the front line

",https://www.montenegroprospects.com...Montenegro,+382 67 393 792,2417351 (1061),"12 Oct, 2020","/c_images/2417351_1_image-5.jpg,/c_images/2417351_2_image25.jpg,/c_images/2417351_3_image-51.jpg,/c_images/2417351_4_DSC_0317.jpg",https://www.realitica.com/hr/listing/2417351
Prodajem Hotel,Budva Okolina,Pržno,Nema Podataka,Nema Podataka,€1.650.000,Nema Podataka,600 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Pržno, Budva Okolina, €1.650.000","a small cozy hotel 150 m from the sea, przno, budva

",https://www.montenegroprospects.com...Montenegro,+382 67 393 792,1818265 (6466),"12 Oct, 2020","/c_images/1818265_1_DSC07367.jpg,/c_images/1818265_2_DSC07370.jpg,/c_images/1818265_3_DSC07376.jpg,/c_images/1818265_4_DSC07379.jpg",https://www.realitica.com/hr/listing/1818265
Prodajem Hotel,Kolašin,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,92 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Kolašin","'citizenship by investment' approved project: hotel breza, kolasin

",https://www.montenegroprospects.com...Montenegro,+382 67 393 792,2402136 (14018),"26 Sep, 2020","/c_images/2402136_1_Breza-Hotel-1.jpg,/c_images/2402136_2_Breza-Hotel-2.jpg,/c_images/2402136_3_Breza-Hotel-3.jpg,/c_images/2402136_4_Breza-Hotel-4.jpg",https://www.realitica.com/hr/listing/2402136
Prodajem Hotel,Tivat,Radovići,12,Nema Podataka,€1.600.000,900 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Radovići, Tivat, €1.600.000","Продается действующий бизнес в Радовичи, полуостров Луштица. ",http://thebestway.me/properties/sal...Best Estate Montenegro,067995105,2377789 (86053),"24 Aug, 2020","/c_images/2377789_1_7f84497db1a17e06e3d284c149062f38025ec5c5-overlay-partner,/c_images/2377789_2_b04b865cbdc6067dc690d07b3ac2639a145608e9-overlay-partner,/c_images/2377789_3_116c276be4b98ecedd6cc2e28858c3f606908a7b-overlay-partner,/c_images/2377789_4_cfdecd6fe5474fca8ef2f3862c46ae7907b16eb2-overlay-partner",https://www.realitica.com/hr/listing/2377789
Prodajem Hotel,Budva Okolina,Petrovac,10,Nema Podataka,€740.000,450 m,180 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Petrovac, Budva Okolina, €740.000","small hotel in petrovac

",https://adriastone.com/Mirko,+38267011111,1788927 (5321),"9 Aug, 2020","/c_images/1788927_1_152666068.jpg,/c_images/1788927_2_00.jpg,/c_images/1788927_3_3-1.jpg,/c_images/1788927_4_5-2.jpg",https://www.realitica.com/hr/listing/1788927
Prodajem Hotel,Budva Okolina,Petrovac,10,Nema Podataka,€740.000,450 m,180 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Petrovac, Budva Okolina, €740.000","kuca sa 10 apartmana u centru petrovca

",http://adriastone.com/bs/kuca-sa-10...Mirko,+38267011111,1788928 (5340),"9 Aug, 2020","/c_images/1788928_1_152666068.jpg,/c_images/1788928_2_00.jpg,/c_images/1788928_3_3-1.jpg,/c_images/1788928_4_5-2.jpg",https://www.realitica.com/hr/listing/1788928
Prodajem Hotel,Budva Okolina,Petrovac,Nema Podataka,Nema Podataka,€1.600.000,755 m,1.335 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Petrovac, Budva Okolina, €1.600.000","Hotel u Petrovcu se nalazi u najlepšem i vrlo mirnom delu Petrovca na moru u naselju Brežine na 250m od gradske plaže I oko 600m od plaže Lučice. Udaljen je od magistrale i saobraćaja što atmosferu čini sjajnu za pravi odmor. U blizini je sportskih terena, šetališta, pošte, pijace, marketa, doma zdravlja. Petrovac je na oko 40 km od tivatskog, 50 km od podgoričkog i oko 90 km od dubrovačkog aerodroma. U blizini je železničke stanice i luke Bar, marine Budva, a i sam poseduje pristanište za turističke brodove, jedrenjake i jahte.",http://adriastone.com/bs/prodaja-ho...Mirko,+38267011111,1854846 (11849),"9 Aug, 2020","/c_images/1854846_1_Petrovac_16.jpg,/c_images/1854846_2_Petrovac_1.jpg,/c_images/1854846_3_Petrovac_2.jpg,/c_images/1854846_4_Petrovac_3.jpg",https://www.realitica.com/hr/listing/1854846
Prodajem Hotel,Bar,Šušanj,Nema Podataka,Nema Podataka,€1.530.000,956 m,855 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Šušanj, Bar, €1.530.000","Hotel od 956 m2 nalazi se u Susnju, 50 m od mora. Objekat ima prizemlje i 4 sprata.",http://www.partnermontenegro.com/PARTNER,+382 69 222 191,2339293 (94),"6 Jul, 2020","/c_images/2339293_1_-image-site-8-agency-partnercg-img-ipr5teeeph-unnamed-0-.jpg,/c_images/2339293_2_-image-site-8-agency-partnercg-img-v22og80vg6-unnamed-3-.jpg,/c_images/2339293_3_-image-site-8-agency-partnercg-img-4dqson8zq5-unnamed-4-.jpg,/c_images/2339293_4_-image-site-8-agency-partnercg-img-bgtnh7kke4-unnamed-7-.jpg",https://www.realitica.com/hr/listing/2339293
Prodajem Hotel,Budva Okolina,Bečići,Nema Podataka,Nema Podataka,€1.200.000,Nema Podataka,751 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bečići, Budva Okolina, €1.200.000","operating hotel for sale, becici

",https://www.montenegroprospects.com...Montenegro,+382 67 393 792,1820178 (12028),"10 Jun, 2020","/c_images/1820178_1_12028-1_1600x1145.jpg,/c_images/1820178_2_12028-3_1600x1147.jpg,/c_images/1820178_3_12028-4_1600x1067.jpg,/c_images/1820178_4_12028-5_1600x1067.jpg",https://www.realitica.com/hr/listing/1820178
Prodajem Hotel,Budva Okolina,Bečići,Nema Podataka,Nema Podataka,€6.300.000,Nema Podataka,2.211 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bečići, Budva Okolina, €6.300.000","operating hotel located on the second line from the sea in becici

",https://www.montenegroprospects.com...Montenegro,+382 67 393 792,2272948 (12249),"21 Mar, 2020","/c_images/2272948_1_----------4-----------------12249-2.png,/c_images/2272948_2_----------4-----------------12249-5.png,/c_images/2272948_3_----------4-----------------12249-6.png,/c_images/2272948_4_----------4-----------------12249-8.png",https://www.realitica.com/hr/listing/2272948
Prodajem Hotel,Tivat,Nema Podataka,6,"6
									",€1,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Tivat, €1","Tivat, Džuraševiči. Prodaja mini hotela ",http://thebestway.me/properties/sal...Best Estate Montenegro,067995105,2265467 (74639),"11 Mar, 2020","/c_images/2265467_1_910a8dfafd0ce1a9ae55c4661a66f69b8c4a95d6-overlay-partner,/c_images/2265467_2_8e5f3675438792c4e29c003389b73e6b37f26511-overlay-partner,/c_images/2265467_3_2e6938e8cfb05d84055fb04a976f0e2a6a3a425a-overlay-partner,/c_images/2265467_4_66f72e2f8d6046c0f692fa45f3803b26fc686b1f-overlay-partner",https://www.realitica.com/hr/listing/2265467
Prodajem Hotel,Bar,Šušanj,Nema Podataka,Nema Podataka,€330.000,368 m,558 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Šušanj, Bar, €330.000",srb,http://thebestway.me/properties/sal...Best Estate Montenegro,067995105,2262902 (74138),"8 Mar, 2020","/c_images/2262902_1_f12552c49d25418ed90fc71ae525b90032cf8e10-overlay-partner,/c_images/2262902_2_be053521f452f5900355092b4ed8efa5e35a96ae-overlay-partner,/c_images/2262902_3_ee665a6452a43e25614d2b075e4ea1faad468009-overlay-partner,/c_images/2262902_4_f2bfe5d8ea7380f70ee21d64571beebe854e95ab-overlay-partner",https://www.realitica.com/hr/listing/2262902
Prodajem Hotel,Budva Okolina,Petrovac,10,10,€740.000,450 m,182 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Petrovac, Budva Okolina, €740.000",Godina izgradnje: 2018 ,http://thebestway.me/properties/sal...Best Estate Montenegro,067995105,2256295 (65249),"2 Mar, 2020","/c_images/2256295_1_ebb5840569a522be004863b1597260670b9bb5cc-overlay-partner,/c_images/2256295_2_2cc09ce8b707c9c783e410f86b4ac84a57804171-overlay-partner,/c_images/2256295_3_76dcccd666ec8f6cac901462517cea03772213ae-overlay-partner,/c_images/2256295_4_dbd81bbfa2f0a8d31e6ccd4d214cb271fd2d799f-overlay-partner",https://www.realitica.com/hr/listing/2256295
Prodajem Hotel,Budva Okolina,Bečići,15,15,€1.560.000,751 m,905 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bečići, Budva Okolina, €1.560.000","Budva, Bečiči. Prodaja Mini-hotela ",http://thebestway.me/properties/sal...Best Estate Montenegro,067995105,2256283 (64038),"2 Mar, 2020","/c_images/2256283_1_18a388310d90b6e296fc5be69fbcd93d884dae04-overlay-partner,/c_images/2256283_2_3c676bab7277d0317bb94935d944253ab2d7932b-overlay-partner,/c_images/2256283_3_ff835dd82ab3d9bd01d9caf7bb69ed38e095006c-overlay-partner,/c_images/2256283_4_454ad7518493fcae1081cc4e1f76e6e0957c040e-overlay-partner",https://www.realitica.com/hr/listing/2256283
Prodajem Hotel,Kotor,Risan,5,Nema Podataka,€110.000,300 m,1.000 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Risan, Kotor, €110.000",Tip nekretnine: Kuće (Hotel) ,http://thebestway.me/properties/sal...Best Estate Montenegro,067995105,2256261 (62221),"2 Mar, 2020","/c_images/2256261_1_1f04bc28c663796f0615aa03522f6cb75dac2e4f-overlay-partner,/c_images/2256261_2_13b6606e39d7b23a606195d7cafbad47d772fc29-overlay-partner,/c_images/2256261_3_fb8bd98a820cd7945021206e75e25215f7632a57-overlay-partner,/c_images/2256261_4_ba8124e73d150d57d8eb404b49b7e958569d5840-overlay-partner",https://www.realitica.com/hr/listing/2256261
Prodajem Hotel,Kotor,Nema Podataka,7,13,€2.100.000,500 m,2.000 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Kotor, €2.100.000","Tip objekta: hotel, novostroйka ",http://thebestway.me/properties/sal...Best Estate Montenegro,067995105,2255621 (36058),"2 Mar, 2020","/c_images/2255621_1_c21b5272c365d2b256a758880409f02aacf10b63-overlay-partner,/c_images/2255621_2_76ee9d7a2c78a42908ffdc227013d7494b126fa5-overlay-partner,/c_images/2255621_3_e23335a293380b30856ff100e576f790bd3014d1-overlay-partner,/c_images/2255621_4_f12e27d842097b0a33a636c403634395e3615e31-overlay-partner",https://www.realitica.com/hr/listing/2255621
Prodajem Hotel,Kotor,Nema Podataka,8,4,€750.000,400 m,900 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Kotor, €750.000","Tip objekta: Hotel, srednje ",http://thebestway.me/properties/sal...Best Estate Montenegro,067995105,2255613 (35047),"2 Mar, 2020","/c_images/2255613_1_ebe6699d3c25efabad8aae9123d72d535839ef08-overlay-partner,/c_images/2255613_2_f94c3ef0c3c3470bcce865dab1bf596ff358f71e-overlay-partner,/c_images/2255613_3_93ef300e6f60ec2bda13308d8f43045732ef85c8-overlay-partner,/c_images/2255613_4_aa888f9550a3d516424984a022b0ca605764e9d2-overlay-partner",https://www.realitica.com/hr/listing/2255613
Prodajem Hotel,Budva Okolina,Petrovac,25,25,€2.300.000,1.097 m,775 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Petrovac, Budva Okolina, €2.300.000",Tip objekta: Hotel ,http://thebestway.me/properties/sal...Best Estate Montenegro,067995105,2255606 (33641),"2 Mar, 2020","/c_images/2255606_1_de289e94523938335e895fd00338f154ecabd043-overlay-partner,/c_images/2255606_2_5acdeec513cbc21212be72a9ca4241e6a950c7e6-overlay-partner,/c_images/2255606_3_4756e3c1b42e155e436cf85ffa6947995c3867d9-overlay-partner,/c_images/2255606_4_bdacfe674d105a8b857a69bd199797a30965c73d-overlay-partner",https://www.realitica.com/hr/listing/2255606
Prodajem Hotel,Budva,Nema Podataka,Nema Podataka,Nema Podataka,"€300.000
									",Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Budva, €300.000","apart hotel  developments, budva

",https://www.montenegroprospects.com...Montenegro,+382 67 393 792,1820151 (4916),"20 Feb, 2020","/c_images/1820151_1_4916_7439.jpg,/c_images/1820151_2_4916_7440.jpg,/c_images/1820151_3_4916_7441.jpg,/c_images/1820151_4_4916_19617.jpg",https://www.realitica.com/hr/listing/1820151
Prodajem Hotel,Bar,Dobre Vode,Nema Podataka,Nema Podataka,€290.000,Nema Podataka,345 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Dobre Vode, Bar, €290.000","newly built small hotel in dobra voda

",https://www.montenegroprospects.com...Montenegro,+382 67 393 792,2239868 (1683),"16 Feb, 2020","/c_images/2239868_1_DSC05187_------------.jpg,/c_images/2239868_2_DSC05189_------------.jpg,/c_images/2239868_3_DSC05190_------------.jpg,/c_images/2239868_4_DSC05193_------------.jpg",https://www.realitica.com/hr/listing/2239868
Prodajem Hotel,Bar,Dobre Vode,Nema Podataka,Nema Podataka,€1.300.000,Nema Podataka,924 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Dobre Vode, Bar, €1.300.000","apart-hotel for sale located only 40 m to the sea, in dobra voda

",https://www.montenegroprospects.com...Montenegro,+382 67 393 792,2239842 (6933),"16 Feb, 2020","/c_images/2239842_1_------40---------------------6933-1.jpg,/c_images/2239842_2_------40---------------------6933-2.jpg,/c_images/2239842_3_------40---------------------6933-3.jpg,/c_images/2239842_4_------40---------------------6933-4.jpg",https://www.realitica.com/hr/listing/2239842
Prodajem Hotel,Herceg Novi,Kumbor,Nema Podataka,Nema Podataka,€4.500.000,Nema Podataka,1.464 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Kumbor, Herceg Novi, €4.500.000","four star hotel for sale in kumbor

",https://www.montenegroprospects.com...Montenegro,+382 67 393 792,1818874 (4612),"21 Jan, 2020","/c_images/1818874_1_---------------_------------.jpg,/c_images/1818874_2_-------_------------.jpg,/c_images/1818874_3_--------------_------------.jpg,/c_images/1818874_4_--------------4_------------.jpg",https://www.realitica.com/hr/listing/1818874
Prodajem Hotel,Herceg Novi,Luštica,Nema Podataka,Nema Podataka,€273.000,Nema Podataka,300 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Luštica, Herceg Novi, €273.000","small hotel in radovanici, lustica

",https://www.montenegroprospects.com...Montenegro,+382 67 393 792,1818820 (8207),"21 Jan, 2020","/c_images/1818820_1_07.jpg,/c_images/1818820_2_08.jpg,/c_images/1818820_3_109.jpg,/c_images/1818820_4_1213.jpg",https://www.realitica.com/hr/listing/1818820
Prodajem Hotel,Bar,Šušanj,Nema Podataka,Nema Podataka,€440.000,Nema Podataka,604 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Šušanj, Bar, €440.000","mini hotel in susanj, bar

",https://www.montenegroprospects.com...Montenegro,+382 67 393 792,1818247 (6050),"26 Dec, 2019","/c_images/1818247_1_377_13022010247.jpg,/c_images/1818247_2_377_13022010251.jpg,/c_images/1818247_3_377_ALIM5499.jpg,/c_images/1818247_4_ALIM5486.jpg",https://www.realitica.com/hr/listing/1818247
